"continent","doi","farm_type","host","antimicrobial_compound","pathogen","percent_resistant","no_isolates"
"Asia","doi: 10.3389/fvets.2021.607491","Organic","Chicken","GFX","Salmonella",0,155
"Asia","doi: 10.3389/fvets.2021.607491","Organic","Chicken","OFX","Salmonella",0,155
"Asia","doi: 10.3389/fvets.2021.607491","Organic","Chicken","STR","Salmonella",29,155
"South America","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","AMC","E.coli",23,156
"South America","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","AMP","E.coli",67,156
"South America","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","CAZI","E.coli",5,156
"South America","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","CIP","E.coli",38,156
"South America","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","CTX","E.coli",33,156
"South America","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","ENR","E.coli",39,156
"South America","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","GEN","E.coli",24,156
"South America","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","NAL","E.coli",79,156
"South America","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","NOR","E.coli",26,156
"South America","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","AMC","E.coli",0,156
"South America","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","AMP","E.coli",18,156
"South America","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","CAZI","E.coli",0,156
"South America","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","CIP","E.coli",2,156
"South America","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","CTX","E.coli",0,156
"South America","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","ENR","E.coli",3,156
"South America","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","GEN","E.coli",3,156
"South America","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","NAL","E.coli",15,156
"South America","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","NOR","E.coli",3,156
"Asia","https://doi.org/10.5713/ajas.2010.90345","Conventional","Cattle","AMP","Staphylococcus",57,162
"Asia","https://doi.org/10.5713/ajas.2010.90345","Conventional","Cattle","CLOXA","Staphylococcus",14,162
"Asia","https://doi.org/10.5713/ajas.2010.90345","Conventional","Cattle","GEN","Staphylococcus",100,162
"Asia","https://doi.org/10.5713/ajas.2010.90345","Conventional","Cattle","STR","Staphylococcus",14,162
"Asia","https://doi.org/10.5713/ajas.2010.90345","Organic","Cattle","AMP","Staphylococcus",17,162
"Asia","https://doi.org/10.5713/ajas.2010.90345","Organic","Cattle","CLOXA","Staphylococcus",0,162
"Asia","https://doi.org/10.5713/ajas.2010.90345","Organic","Cattle","GEN","Staphylococcus",33,162
"Asia","https://doi.org/10.5713/ajas.2010.90345","Organic","Cattle","STR","Staphylococcus",0,162
"North America","doi: 10.1128/AEM.07723-11","Organic","Environment","CIP","Campylobacter",1,163
"North America","doi: 10.1128/AEM.07723-11","Organic","Environment","CLIN","Campylobacter",20,163
"North America","doi: 10.1128/AEM.07723-11","Organic","Environment","ERY","Campylobacter",34,163
"North America","doi: 10.1128/AEM.07723-11","Organic","Environment","GEN","Campylobacter",0,163
"North America","doi: 10.1128/AEM.07723-11","Organic","Environment","NAL","Campylobacter",1,163
"North America","doi: 10.1128/AEM.07723-11","Organic","Environment","TEL","Campylobacter",20,163
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","AMC","Enterococcus",0,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","AMP","Enterococcus",0,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","CIP","Enterococcus",1,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","ENR","Enterococcus",1,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","ERY","Enterococcus",38,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","FOS","Enterococcus",6,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","GEN","Enterococcus",2,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","IMP","Enterococcus",6,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","LZD","Enterococcus",0,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","MOX","Enterococcus",0,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","MZL","Enterococcus",0,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","RMP","Enterococcus",5,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","STR","Enterococcus",26,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","TEC","Enterococcus",0,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","TYL","Enterococcus",38,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","VAN","Enterococcus",0,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","AMC","Enterococcus",1,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","AMP","Enterococcus",0,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","CIP","Enterococcus",1,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","ENR","Enterococcus",1,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","ERY","Enterococcus",28,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","FOS","Enterococcus",4,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","GEN","Enterococcus",0,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","IMP","Enterococcus",4,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","LZD","Enterococcus",1,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","MOX","Enterococcus",1,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","MZL","Enterococcus",0,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","RMP","Enterococcus",18,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","STR","Enterococcus",10,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","TEC","Enterococcus",0,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","TYL","Enterococcus",14,164
"Europe","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","VAN","Enterococcus",0,164
"North America","DOI: 10.1089=fpd.2008.0171","Conventional","Chicken","CIP","Campylobacter",8,165
"North America","DOI: 10.1089=fpd.2008.0171","Conventional","Chicken","ERY","Campylobacter",29,165
"North America","DOI: 10.1089=fpd.2008.0171","Conventional","Chicken","GEN","Campylobacter",0,165
"North America","DOI: 10.1089=fpd.2008.0171","Organic","Chicken","CIP","Campylobacter",0,165
"North America","DOI: 10.1089=fpd.2008.0171","Organic","Chicken","ERY","Campylobacter",12,165
"North America","DOI: 10.1089=fpd.2008.0171","Organic","Chicken","GEN","Campylobacter",0,165
"North America","https://doi.org/10.1111/j.1365-2672.2007.03681.x","Conventional","Cattle","ERY","Staphylococcus",22,166
"North America","DOI: 10.3390/ani10122217","Conventional","Chicken","AMP","E.coli",57,174
"North America","DOI: 10.3390/ani10122217","Conventional","Chicken","ERY","E.coli",94,174
"North America","DOI: 10.3390/ani10122217","Organic","Chicken","AMP","E.coli",61,174
"North America","DOI: 10.3390/ani10122217","Organic","Chicken","ERY","E.coli",96,174
"North America","doi: 10.1128/AEM.71.7.4108-4111.2005","Conventional","Chicken","CIP","Campylobacter",6,185
"North America","doi: 10.1128/AEM.71.7.4108-4111.2005","Conventional","Chicken","ERY","Campylobacter",50,185
"North America","doi: 10.1128/AEM.71.7.4108-4111.2005","Organic","Chicken","CIP","Campylobacter",14,185
"North America","doi: 10.1128/AEM.71.7.4108-4111.2005","Organic","Chicken","ERY","Campylobacter",38,185
"North America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","AMC","E.coli",4,190
"North America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","AMK","E.coli",0,190
"North America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","CIP","E.coli",0,190
"North America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","CRO","E.coli",3,190
"North America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","CTF","E.coli",1,190
"North America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","GEN","E.coli",0,190
"North America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","KAN","E.coli",0,190
"North America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","NAL","E.coli",0,190
"North America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","STR","E.coli",0,190
"North America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","AMC","E.coli",1,190
"North America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","AMK","E.coli",0,190
"North America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","CIP","E.coli",0,190
"North America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","CRO","E.coli",0,190
"North America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","CTF","E.coli",4,190
"North America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","GEN","E.coli",0,190
"North America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","KAN","E.coli",0,190
"North America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","NAL","E.coli",0,190
"North America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","STR","E.coli",0,190
"Europe","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","AMP","E.coli",15,194
"Europe","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","CIP","E.coli",4,194
"Europe","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","CTX","E.coli",0,194
"Europe","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","GEN","E.coli",8,194
"Europe","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","NAL","E.coli",4,194
"Europe","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","STR","E.coli",66,194
"Europe","doi: 10.1371/journal.pone.0157049","Organic","Pigs","AMP","E.coli",13,194
"Europe","doi: 10.1371/journal.pone.0157049","Organic","Pigs","CIP","E.coli",1,194
"Europe","doi: 10.1371/journal.pone.0157049","Organic","Pigs","CTX","E.coli",0,194
"Europe","doi: 10.1371/journal.pone.0157049","Organic","Pigs","GEN","E.coli",6,194
"Europe","doi: 10.1371/journal.pone.0157049","Organic","Pigs","NAL","E.coli",2,194
"Europe","doi: 10.1371/journal.pone.0157049","Organic","Pigs","STR","E.coli",32,194
"North America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Conventional","Chicken","AMC","Salmonella",53,208
"North America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Conventional","Chicken","AMP","Salmonella",70,208
"North America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Conventional","Chicken","CRO","Salmonella",0,208
"North America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Conventional","Chicken","GEN","Salmonella",0,208
"North America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Conventional","Chicken","KAN","Salmonella",2,208
"North America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Conventional","Chicken","STR","Salmonella",70,208
"North America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Organic","Chicken","AMC","Salmonella",32,208
"North America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Organic","Chicken","AMP","Salmonella",30,208
"North America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Organic","Chicken","CRO","Salmonella",6,208
"North America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Organic","Chicken","GEN","Salmonella",3,208
"North America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Organic","Chicken","KAN","Salmonella",3,208
"North America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Organic","Chicken","STR","Salmonella",6,208
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","AMC","E.coli",57,219
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","AMP","E.coli",80,219
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","CIP","E.coli",68,219
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","CST","E.coli",3,219
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","CTX","E.coli",6,219
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","GEN","E.coli",25,219
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","KAN","E.coli",34,219
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","NAL","E.coli",80,219
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","STR","E.coli",73,219
"Europe","PMID: 24053020","Organic","Cattle","AMC","E.coli",6,233
"Europe","PMID: 24053020","Organic","Cattle","AMK","E.coli",5,233
"Europe","PMID: 24053020","Organic","Cattle","AMP","E.coli",4,233
"Europe","PMID: 24053020","Organic","Cattle","CAZI","E.coli",3,233
"Europe","PMID: 24053020","Organic","Cattle","CFP","E.coli",1,233
"Europe","PMID: 24053020","Organic","Cattle","GEN","E.coli",6,233
"Europe","PMID: 24053020","Organic","Cattle","NEO","E.coli",0,233
"Europe","PMID: 24053020","Organic","Cattle","NOR","E.coli",1,233
"Europe","PMID: 24053020","Organic","Cattle","STR","E.coli",3,233
"Europe","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","AMC","MRSA",14,238
"Europe","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","AMP","MRSA",100,238
"Europe","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","APR","MRSA",4,238
"Europe","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","CEQ","MRSA",2,238
"Europe","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","CLIN","MRSA",64,238
"Europe","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","CTF","MRSA",17,238
"Europe","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","ENR","MRSA",14,238
"Europe","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","ERY","MRSA",64,238
"Europe","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","GEN","MRSA",15,238
"Europe","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","NEO","MRSA",2,238
"Europe","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","TIL","MRSA",62,238
"North America","https://doi.org/10.1111/j.1365-2672.2007.03681.x","Organic","Cattle","ERY","Staphylococcus",11,239
"Europe","https://doi.org/10.3389/fmicb.2017.00955","Conventional","Pigs","CIP","Campylobacter",43,263
"Europe","https://doi.org/10.3389/fmicb.2017.00955","Conventional","Pigs","ERY","Campylobacter",50,263
"Europe","https://doi.org/10.3389/fmicb.2017.00955","Conventional","Pigs","GEN","Campylobacter",1,263
"Europe","https://doi.org/10.3389/fmicb.2017.00955","Conventional","Pigs","NAL","Campylobacter",43,263
"Europe","https://doi.org/10.3389/fmicb.2017.00955","Conventional","Pigs","STR","Campylobacter",72,263
"Europe","https://doi.org/10.3389/fmicb.2017.00955","Organic","Pigs","CIP","Campylobacter",28,263
"Europe","https://doi.org/10.3389/fmicb.2017.00955","Organic","Pigs","ERY","Campylobacter",18,263
"Europe","https://doi.org/10.3389/fmicb.2017.00955","Organic","Pigs","GEN","Campylobacter",0,263
"Europe","https://doi.org/10.3389/fmicb.2017.00955","Organic","Pigs","NAL","Campylobacter",29,263
"Europe","https://doi.org/10.3389/fmicb.2017.00955","Organic","Pigs","STR","Campylobacter",74,263
"North America","DOI: 10.4315/0362-028X.JFP-14-322","Conventional","Chicken","AMC","Enterococcus",0,265
"North America","DOI: 10.4315/0362-028X.JFP-14-322","Conventional","Chicken","AMK","Enterococcus",4,265
"North America","DOI: 10.4315/0362-028X.JFP-14-322","Conventional","Chicken","AMP","Enterococcus",4,265
"North America","DOI: 10.4315/0362-028X.JFP-14-322","Conventional","Chicken","AZI","Enterococcus",0,265
"North America","DOI: 10.4315/0362-028X.JFP-14-322","Conventional","Chicken","ERY","Enterococcus",12,265
"North America","DOI: 10.4315/0362-028X.JFP-14-322","Conventional","Chicken","KAN","Enterococcus",10,265
"North America","DOI: 10.4315/0362-028X.JFP-14-322","Conventional","Chicken","STR","Enterococcus",16,265
"North America","DOI: 10.4315/0362-028X.JFP-14-322","Organic","Chicken","AMC","Enterococcus",3,265
"North America","DOI: 10.4315/0362-028X.JFP-14-322","Organic","Chicken","AMK","Enterococcus",6,265
"North America","DOI: 10.4315/0362-028X.JFP-14-322","Organic","Chicken","AMP","Enterococcus",2,265
"North America","DOI: 10.4315/0362-028X.JFP-14-322","Organic","Chicken","AZI","Enterococcus",2,265
"North America","DOI: 10.4315/0362-028X.JFP-14-322","Organic","Chicken","ERY","Enterococcus",18,265
"North America","DOI: 10.4315/0362-028X.JFP-14-322","Organic","Chicken","KAN","Enterococcus",10,265
"North America","DOI: 10.4315/0362-028X.JFP-14-322","Organic","Chicken","STR","Enterococcus",24,265
"Europe","PMID: 24053020","Conventional","Pigs","AMC","E.coli",2,274
"Europe","PMID: 24053020","Conventional","Pigs","AMK","E.coli",1,274
"Europe","PMID: 24053020","Conventional","Pigs","AMP","E.coli",49,274
"Europe","PMID: 24053020","Conventional","Pigs","CAZI","E.coli",2,274
"Europe","PMID: 24053020","Conventional","Pigs","CFP","E.coli",3,274
"Europe","PMID: 24053020","Conventional","Pigs","GEN","E.coli",15,274
"Europe","PMID: 24053020","Conventional","Pigs","NEO","E.coli",2,274
"Europe","PMID: 24053020","Conventional","Pigs","NOR","E.coli",1,274
"Europe","PMID: 24053020","Conventional","Pigs","STR","E.coli",88,274
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","AMC","E.coli",42,290
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","AMP","E.coli",66,290
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","CIP","E.coli",43,290
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","CST","E.coli",2,290
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","CTX","E.coli",5,290
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","GEN","E.coli",19,290
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","KAN","E.coli",28,290
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","NAL","E.coli",59,290
"Europe","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","STR","E.coli",69,290
"North America","doi: 10.4315/0362-028x-69.3.482.","Organic","Cattle","AZI","Campylobacter",0,304
"North America","doi: 10.4315/0362-028x-69.3.482.","Organic","Cattle","CIP","Campylobacter",2,304
"North America","doi: 10.4315/0362-028x-69.3.482.","Organic","Cattle","CLIN","Campylobacter",1,304
"North America","doi: 10.4315/0362-028x-69.3.482.","Organic","Cattle","ERY","Campylobacter",2,304
"North America","doi: 10.4315/0362-028x-69.3.482.","Organic","Cattle","GEN","Campylobacter",0,304
"North America","doi: 10.4315/0362-028x-69.3.482.","Organic","Cattle","NAL","Campylobacter",3,304
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","AMP","Enterococcus",0,353
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","CIP","Enterococcus",84,353
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","GEN","Enterococcus",66,353
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","NEO","Enterococcus",78,353
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","STR","Enterococcus",0,353
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","AMP","Enterococcus",0,353
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","CIP","Enterococcus",2,353
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","GEN","Enterococcus",0,353
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","NEO","Enterococcus",6,353
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","STR","Enterococcus",0,353
"North America","DOI: 10.1089/fpd.2016.2161","Conventional","Chicken","CIP","Campylobacter",12,360
"North America","DOI: 10.1089/fpd.2016.2161","Conventional","Chicken","ERY","Campylobacter",26,360
"North America","DOI: 10.1089/fpd.2016.2161","Conventional","Chicken","TYL","Campylobacter",36,360
"North America","DOI: 10.1089/fpd.2016.2161","Organic","Chicken","CIP","Campylobacter",5,360
"North America","DOI: 10.1089/fpd.2016.2161","Organic","Chicken","ERY","Campylobacter",17,360
"North America","DOI: 10.1089/fpd.2016.2161","Organic","Chicken","TYL","Campylobacter",17,360
"North America","DOI: 10.4315/0362-028x-69.4.743","Conventional","Pigs","AMC","Salmonella",3,367
"North America","DOI: 10.4315/0362-028x-69.4.743","Conventional","Pigs","AMP","Salmonella",8,367
"North America","DOI: 10.4315/0362-028x-69.4.743","Conventional","Pigs","CRO","Salmonella",0,367
"North America","DOI: 10.4315/0362-028x-69.4.743","Conventional","Pigs","GEN","Salmonella",1,367
"North America","DOI: 10.4315/0362-028x-69.4.743","Conventional","Pigs","KAN","Salmonella",4,367
"North America","DOI: 10.4315/0362-028x-69.4.743","Conventional","Pigs","STR","Salmonella",20,367
"North America","DOI: 10.4315/0362-028x-69.4.743","Organic","Pigs","AMC","Salmonella",1,367
"North America","DOI: 10.4315/0362-028x-69.4.743","Organic","Pigs","AMP","Salmonella",10,367
"North America","DOI: 10.4315/0362-028x-69.4.743","Organic","Pigs","CRO","Salmonella",0,367
"North America","DOI: 10.4315/0362-028x-69.4.743","Organic","Pigs","GEN","Salmonella",0,367
"North America","DOI: 10.4315/0362-028x-69.4.743","Organic","Pigs","KAN","Salmonella",1,367
"North America","DOI: 10.4315/0362-028x-69.4.743","Organic","Pigs","STR","Salmonella",28,367
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","AMP","E.coli",4,375
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","CIP","E.coli",0,375
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","GEN","E.coli",1,375
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","NEO","E.coli",1,375
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","STR","E.coli",25,375
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","AMP","E.coli",0,375
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","CIP","E.coli",0,375
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","GEN","E.coli",0,375
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","NEO","E.coli",2,375
"Oceania","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","STR","E.coli",4,375
"North America","DOI: 10.1089/fpd.2010.0665","Conventional","Pigs","CIP","Campylobacter",3,380
"North America","DOI: 10.1089/fpd.2010.0665","Conventional","Pigs","ERY","Campylobacter",70,380
"North America","DOI: 10.1089/fpd.2010.0665","Conventional","Pigs","GEN","Campylobacter",2,380
"North America","DOI: 10.1089/fpd.2010.0665","Conventional","Pigs","NAL","Campylobacter",8,380
"North America","DOI: 10.1089/fpd.2010.0665","Organic","Pigs","CIP","Campylobacter",12,380
"North America","DOI: 10.1089/fpd.2010.0665","Organic","Pigs","ERY","Campylobacter",32,380
"North America","DOI: 10.1089/fpd.2010.0665","Organic","Pigs","GEN","Campylobacter",6,380
"North America","DOI: 10.1089/fpd.2010.0665","Organic","Pigs","NAL","Campylobacter",34,380
"North America","doi: 10.1128/AEM.07723-11","Conventional","Environment","AZI","Campylobacter",15,396
"North America","doi: 10.1128/AEM.07723-11","Conventional","Environment","CIP","Campylobacter",20,396
"North America","doi: 10.1128/AEM.07723-11","Conventional","Environment","CLIN","Campylobacter",3,396
"North America","doi: 10.1128/AEM.07723-11","Conventional","Environment","ERY","Campylobacter",15,396
"North America","doi: 10.1128/AEM.07723-11","Conventional","Environment","GEN","Campylobacter",0,396
"North America","doi: 10.1128/AEM.07723-11","Conventional","Environment","NAL","Campylobacter",20,396
"North America","doi: 10.1128/AEM.07723-11","Conventional","Environment","TEL","Campylobacter",11,396
"North America","DOI: 10.2460/javma.236.2.201","Conventional","Pigs","AZI","Campylobacter",69,464
"North America","DOI: 10.2460/javma.236.2.201","Conventional","Pigs","CIP","Campylobacter",4,464
"North America","DOI: 10.2460/javma.236.2.201","Conventional","Pigs","ERY","Campylobacter",68,464
"North America","DOI: 10.2460/javma.236.2.201","Conventional","Pigs","GEN","Campylobacter",0,464
"North America","DOI: 10.2460/javma.236.2.201","Conventional","Pigs","NAL","Campylobacter",4,464
"North America","DOI: 10.2460/javma.236.2.201","Organic","Pigs","AZI","Campylobacter",20,464
"North America","DOI: 10.2460/javma.236.2.201","Organic","Pigs","CIP","Campylobacter",3,464
"North America","DOI: 10.2460/javma.236.2.201","Organic","Pigs","ERY","Campylobacter",21,464
"North America","DOI: 10.2460/javma.236.2.201","Organic","Pigs","GEN","Campylobacter",0,464
"North America","DOI: 10.2460/javma.236.2.201","Organic","Pigs","NAL","Campylobacter",3,464
"North America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","AMC","E.coli",74,491
"North America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","AMP","E.coli",80,491
"North America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","ERY","E.coli",67,491
"North America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","GEN","E.coli",57,491
"North America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","KAN","E.coli",71,491
"North America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","NAL","E.coli",31,491
"North America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","NEO","E.coli",71,491
"North America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","STR","E.coli",74,491
"North America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","TYL","E.coli",64,491
"North America","doi:10.2134/jeq2015.05.0245","Organic","Environment","AMC","E.coli",26,491
"North America","doi:10.2134/jeq2015.05.0245","Organic","Environment","AMP","E.coli",20,491
"North America","doi:10.2134/jeq2015.05.0245","Organic","Environment","ERY","E.coli",33,491
"North America","doi:10.2134/jeq2015.05.0245","Organic","Environment","GEN","E.coli",43,491
"North America","doi:10.2134/jeq2015.05.0245","Organic","Environment","KAN","E.coli",29,491
"North America","doi:10.2134/jeq2015.05.0245","Organic","Environment","NAL","E.coli",69,491
