"country","doi","farm_type","host","antimicrobial_class","pathogen","percent_resistant","no_isolates"
"Spain","doi.org/10.1080/11358120902907014","Conventional","Cattle","1st_gen cephalosporin","E.coli",19,105
"Spain","doi.org/10.1080/11358120902907014","Conventional","Cattle","Amino-penicillin","E.coli",39,105
"Spain","doi.org/10.1080/11358120902907014","Conventional","Cattle","Aminoglycoside","E.coli",4,105
"Spain","doi.org/10.1080/11358120902907014","Conventional","Cattle","Amphenicol","E.coli",2,105
"Spain","doi.org/10.1080/11358120902907014","Conventional","Cattle","Monobactams","E.coli",1,105
"Spain","doi.org/10.1080/11358120902907014","Conventional","Cattle","Nitrofuran derivatives","E.coli",16,105
"Spain","doi.org/10.1080/11358120902907014","Conventional","Cattle","Phosphonic acid derivatives","E.coli",2,105
"Spain","doi.org/10.1080/11358120902907014","Conventional","Cattle","Quinolones","E.coli",5,105
"Spain","doi.org/10.1080/11358120902907014","Conventional","Cattle","Sulfonamide","E.coli",50,105
"Spain","doi.org/10.1080/11358120902907014","Conventional","Cattle","Tetracycline","E.coli",16,105
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Organic","Chicken","1st_gen cephalosporin","E.coli",5,105
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Organic","Chicken","Amino-penicillin","E.coli",22,105
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Organic","Chicken","Aminoglycoside","E.coli",12,105
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Organic","Chicken","Amphenicol","E.coli",3,105
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Organic","Chicken","Nitrofuran derivatives","E.coli",2,105
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Organic","Chicken","Phosphonic acid derivatives","E.coli",3,105
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Organic","Chicken","Quinolones","E.coli",10,105
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Organic","Chicken","Sulfonamide","E.coli",22,105
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Organic","Chicken","Tetracycline","E.coli",26,105
"Thailand","doi.org/10.5713/ab.21.0232","Organic","Pigs","Aminoglycoside","E.coli",12,105
"Thailand","doi.org/10.5713/ab.21.0232","Organic","Pigs","Aminopenicillin - betalactamase inhibitors","E.coli",98,105
"Thailand","doi.org/10.5713/ab.21.0232","Organic","Pigs","Polymyxins","E.coli",0,105
"Thailand","doi.org/10.5713/ab.21.0232","Organic","Pigs","Quinolones","E.coli",1,105
"Thailand","doi.org/10.5713/ab.21.0232","Organic","Pigs","Sulfonamide","E.coli",57,105
"Thailand","doi.org/10.5713/ab.21.0232","Organic","Pigs","Tetracycline","E.coli",58,105
"United States of America","doi.org/10.1016/j.envres.2021.110954","Conventional","Pigs","2nd_gen cephalosporin","S.aureus",0,108
"United States of America","doi.org/10.1016/j.envres.2021.110954","Conventional","Pigs","Aminocyclitols","S.aureus",73,108
"United States of America","doi.org/10.1016/j.envres.2021.110954","Conventional","Pigs","Aminoglycoside","S.aureus",0,108
"United States of America","doi.org/10.1016/j.envres.2021.110954","Conventional","Pigs","Aminopenicillin - betalactamase inhibitors","S.aureus",3,108
"United States of America","doi.org/10.1016/j.envres.2021.110954","Conventional","Pigs","Ansamycin","S.aureus",0,108
"United States of America","doi.org/10.1016/j.envres.2021.110954","Conventional","Pigs","Lincosamides","S.aureus",80,108
"United States of America","doi.org/10.1016/j.envres.2021.110954","Conventional","Pigs","Macrolide","S.aureus",50,108
"United States of America","doi.org/10.1016/j.envres.2021.110954","Conventional","Pigs","Oxazolidinones","S.aureus",0,108
"United States of America","doi.org/10.1016/j.envres.2021.110954","Conventional","Pigs","Penicillin","S.aureus",60,108
"United States of America","doi.org/10.1016/j.envres.2021.110954","Conventional","Pigs","Quinolones","S.aureus",7,108
"United States of America","doi.org/10.1016/j.envres.2021.110954","Conventional","Pigs","Streptogramins","S.aureus",0,108
"United States of America","doi.org/10.1016/j.envres.2021.110954","Conventional","Pigs","Sulfonamide","S.aureus",0,108
"United States of America","doi.org/10.1016/j.envres.2021.110954","Conventional","Pigs","Tetracycline","S.aureus",80,108
"United States of America","doi.org/10.1016/j.envres.2021.110954","Organic","Pigs","Quinolones","S.aureus",14,108
"Thailand","doi.org/10.5713/ab.21.0232","Conventional","Pigs","Aminoglycoside","E.coli",23,110
"Thailand","doi.org/10.5713/ab.21.0232","Conventional","Pigs","Aminopenicillin - betalactamase inhibitors","E.coli",98,110
"Thailand","doi.org/10.5713/ab.21.0232","Conventional","Pigs","Polymyxins","E.coli",2,110
"Thailand","doi.org/10.5713/ab.21.0232","Conventional","Pigs","Quinolones","E.coli",0,110
"Thailand","doi.org/10.5713/ab.21.0232","Conventional","Pigs","Sulfonamide","E.coli",80,110
"Thailand","doi.org/10.5713/ab.21.0232","Conventional","Pigs","Tetracycline","E.coli",57,110
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Aminoglycoside","Enterococcus",18,113
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Amphenicol","Enterococcus",7,113
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Glycopeptides","Enterococcus",1,113
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Glycylcyclines","Enterococcus",2,113
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Lipopeptides","Enterococcus",0,113
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Macrolide","Enterococcus",35,113
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Nitrofuran derivatives","Enterococcus",0,113
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Oxazolidinones","Enterococcus",12,113
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Penicillin","Enterococcus",2,113
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Quinolones","Enterococcus",7,113
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Tetracycline","Enterococcus",64,113
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Conventional","Chicken","1st_gen cephalosporin","E.coli",35,115
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Conventional","Chicken","Amino-penicillin","E.coli",54,115
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Conventional","Chicken","Aminoglycoside","E.coli",28,115
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Conventional","Chicken","Amphenicol","E.coli",5,115
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Conventional","Chicken","Nitrofuran derivatives","E.coli",4,115
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Conventional","Chicken","Phosphonic acid derivatives","E.coli",0,115
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Conventional","Chicken","Quinolones","E.coli",28,115
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Conventional","Chicken","Sulfonamide","E.coli",36,115
"Spain","DOI: 10.4315/0362-028x-71.12.2537","Conventional","Chicken","Tetracycline","E.coli",48,115
"Italy","doi.org/10.3390/antibiotics10111321","Conventional","Chicken","3rd_gen cephalosporin","E.coli",42,116
"Italy","doi.org/10.3390/antibiotics10111321","Conventional","Chicken","Amino-penicillin","E.coli",84,116
"Italy","doi.org/10.3390/antibiotics10111321","Conventional","Chicken","Aminoglycoside","E.coli",12,116
"Italy","doi.org/10.3390/antibiotics10111321","Conventional","Chicken","Amphenicol","E.coli",67,116
"Italy","doi.org/10.3390/antibiotics10111321","Conventional","Chicken","Carbapenem","E.coli",0,116
"Italy","doi.org/10.3390/antibiotics10111321","Conventional","Chicken","Glycylcyclines","E.coli",10,116
"Italy","doi.org/10.3390/antibiotics10111321","Conventional","Chicken","Macrolide","E.coli",7,116
"Italy","doi.org/10.3390/antibiotics10111321","Conventional","Chicken","Polymyxins","E.coli",0,116
"Italy","doi.org/10.3390/antibiotics10111321","Conventional","Chicken","Quinolones","E.coli",58,116
"Italy","doi.org/10.3390/antibiotics10111321","Conventional","Chicken","Sulfonamide","E.coli",68,116
"Italy","doi.org/10.3390/antibiotics10111321","Conventional","Chicken","Tetracycline","E.coli",78,116
"Italy","doi.org/10.3390/antibiotics10111321","Organic","Chicken","3rd_gen cephalosporin","E.coli",23,116
"Italy","doi.org/10.3390/antibiotics10111321","Organic","Chicken","Amino-penicillin","E.coli",71,116
"Italy","doi.org/10.3390/antibiotics10111321","Organic","Chicken","Aminoglycoside","E.coli",22,116
"Italy","doi.org/10.3390/antibiotics10111321","Organic","Chicken","Amphenicol","E.coli",38,116
"Italy","doi.org/10.3390/antibiotics10111321","Organic","Chicken","Carbapenem","E.coli",0,116
"Italy","doi.org/10.3390/antibiotics10111321","Organic","Chicken","Glycylcyclines","E.coli",21,116
"Italy","doi.org/10.3390/antibiotics10111321","Organic","Chicken","Macrolide","E.coli",10,116
"Italy","doi.org/10.3390/antibiotics10111321","Organic","Chicken","Polymyxins","E.coli",0,116
"Italy","doi.org/10.3390/antibiotics10111321","Organic","Chicken","Quinolones","E.coli",50,116
"Italy","doi.org/10.3390/antibiotics10111321","Organic","Chicken","Sulfonamide","E.coli",72,116
"Italy","doi.org/10.3390/antibiotics10111321","Organic","Chicken","Tetracycline","E.coli",81,116
"United States of America","DOI: 10.1089/107662903322541883","Conventional","Cattle","1st_gen cephalosporin","S.aureus",0,117
"United States of America","DOI: 10.1089/107662903322541883","Conventional","Cattle","Amino-penicillin","S.aureus",38,117
"United States of America","DOI: 10.1089/107662903322541883","Conventional","Cattle","Aminocoumarin","S.aureus",50,117
"United States of America","DOI: 10.1089/107662903322541883","Conventional","Cattle","Lincosamides","S.aureus",0,117
"United States of America","DOI: 10.1089/107662903322541883","Conventional","Cattle","Macrolide","S.aureus",0,117
"United States of America","DOI: 10.1089/107662903322541883","Conventional","Cattle","Penicillin","S.aureus",18,117
"United States of America","DOI: 10.1089/107662903322541883","Conventional","Cattle","Tetracycline","S.aureus",13,117
"United States of America","doi.org/10.1016/j.envres.2021.110954","Organic","Pigs","2nd_gen cephalosporin","S.aureus",0,117
"United States of America","doi.org/10.1016/j.envres.2021.110954","Organic","Pigs","Aminocyclitols","S.aureus",10,117
"United States of America","doi.org/10.1016/j.envres.2021.110954","Organic","Pigs","Aminoglycoside","S.aureus",0,117
"United States of America","doi.org/10.1016/j.envres.2021.110954","Organic","Pigs","Aminopenicillin - betalactamase inhibitors","S.aureus",0,117
"United States of America","doi.org/10.1016/j.envres.2021.110954","Organic","Pigs","Ansamycin","S.aureus",0,117
"United States of America","doi.org/10.1016/j.envres.2021.110954","Organic","Pigs","Lincosamides","S.aureus",10,117
"United States of America","doi.org/10.1016/j.envres.2021.110954","Organic","Pigs","Macrolide","S.aureus",14,117
"United States of America","doi.org/10.1016/j.envres.2021.110954","Organic","Pigs","Oxazolidinones","S.aureus",0,117
"United States of America","doi.org/10.1016/j.envres.2021.110954","Organic","Pigs","Penicillin","S.aureus",100,117
"United States of America","doi.org/10.1016/j.envres.2021.110954","Organic","Pigs","Quinolones","S.aureus",10,117
"United States of America","doi.org/10.1016/j.envres.2021.110954","Organic","Pigs","Streptogramins","S.aureus",0,117
"United States of America","doi.org/10.1016/j.envres.2021.110954","Organic","Pigs","Sulfonamide","S.aureus",0,117
"United States of America","doi.org/10.1016/j.envres.2021.110954","Organic","Pigs","Tetracycline","S.aureus",10,117
"Spain","DOI: 10.4315/0362-028x-70.4.1021","Conventional","Chicken","Amino-penicillin","Enterococcus",33,120
"Spain","DOI: 10.4315/0362-028x-70.4.1021","Conventional","Chicken","Aminoglycoside","Enterococcus",12,120
"Spain","DOI: 10.4315/0362-028x-70.4.1021","Conventional","Chicken","Amphenicol","Enterococcus",5,120
"Spain","DOI: 10.4315/0362-028x-70.4.1021","Conventional","Chicken","Glycopeptides","Enterococcus",12,120
"Spain","DOI: 10.4315/0362-028x-70.4.1021","Conventional","Chicken","Macrolide","Enterococcus",15,120
"Spain","DOI: 10.4315/0362-028x-70.4.1021","Conventional","Chicken","Nitrofuran derivatives","Enterococcus",7,120
"Spain","DOI: 10.4315/0362-028x-70.4.1021","Conventional","Chicken","Quinolones","Enterococcus",23,120
"Spain","DOI: 10.4315/0362-028x-70.4.1021","Conventional","Chicken","Tetracycline","Enterococcus",8,120
"United States of America","https://doi.org/10.1016/j.japr.2021.100158","Conventional","Chicken","3rd_gen cephalosporin","E.coli",0,120
"United States of America","https://doi.org/10.1016/j.japr.2021.100158","Conventional","Chicken","Aminocyclitols","E.coli",16,120
"United States of America","https://doi.org/10.1016/j.japr.2021.100158","Conventional","Chicken","Aminoglycoside","E.coli",32,120
"United States of America","https://doi.org/10.1016/j.japr.2021.100158","Conventional","Chicken","Macrolide","E.coli",87,120
"United States of America","https://doi.org/10.1016/j.japr.2021.100158","Conventional","Chicken","Penicillin","E.coli",96,120
"United States of America","https://doi.org/10.1016/j.japr.2021.100158","Conventional","Chicken","Sulfonamide","E.coli",21,120
"United States of America","https://doi.org/10.1016/j.japr.2021.100158","Conventional","Chicken","Tetracycline","E.coli",78,120
"Spain","DOI: 10.4315/0362-028x-70.4.1021","Organic","Chicken","Amino-penicillin","Enterococcus",18,120
"Spain","DOI: 10.4315/0362-028x-70.4.1021","Organic","Chicken","Aminoglycoside","Enterococcus",5,120
"Spain","DOI: 10.4315/0362-028x-70.4.1021","Organic","Chicken","Amphenicol","Enterococcus",2,120
"Spain","DOI: 10.4315/0362-028x-70.4.1021","Organic","Chicken","Glycopeptides","Enterococcus",0,120
"Spain","DOI: 10.4315/0362-028x-70.4.1021","Organic","Chicken","Macrolide","Enterococcus",2,120
"Spain","DOI: 10.4315/0362-028x-70.4.1021","Organic","Chicken","Nitrofuran derivatives","Enterococcus",3,120
"Spain","DOI: 10.4315/0362-028x-70.4.1021","Organic","Chicken","Quinolones","Enterococcus",5,120
"Spain","DOI: 10.4315/0362-028x-70.4.1021","Organic","Chicken","Tetracycline","Enterococcus",0,120
"United States of America","https://doi.org/10.1016/j.japr.2021.100158","Organic","Chicken","3rd_gen cephalosporin","E.coli",0,120
"United States of America","https://doi.org/10.1016/j.japr.2021.100158","Organic","Chicken","Aminocyclitols","E.coli",14,120
"United States of America","https://doi.org/10.1016/j.japr.2021.100158","Organic","Chicken","Aminoglycoside","E.coli",18,120
"United States of America","https://doi.org/10.1016/j.japr.2021.100158","Organic","Chicken","Macrolide","E.coli",89,120
"United States of America","https://doi.org/10.1016/j.japr.2021.100158","Organic","Chicken","Penicillin","E.coli",100,120
"United States of America","https://doi.org/10.1016/j.japr.2021.100158","Organic","Chicken","Sulfonamide","E.coli",22,120
"United States of America","https://doi.org/10.1016/j.japr.2021.100158","Organic","Chicken","Tetracycline","E.coli",38,120
"Sweden","doi.org/10.3390/pathogens10121630","Conventional","Chicken","Aminoglycoside","Campylobacter",0,123
"Sweden","doi.org/10.3390/pathogens10121630","Conventional","Chicken","Macrolide","Campylobacter",0,123
"Sweden","doi.org/10.3390/pathogens10121630","Conventional","Chicken","Quinolones","Campylobacter",22,123
"Sweden","doi.org/10.3390/pathogens10121630","Conventional","Chicken","Tetracycline","Campylobacter",6,123
"Sweden","doi.org/10.3390/pathogens10121630","Organic","Chicken","Aminoglycoside","Campylobacter",0,123
"Sweden","doi.org/10.3390/pathogens10121630","Organic","Chicken","Macrolide","Campylobacter",0,123
"Sweden","doi.org/10.3390/pathogens10121630","Organic","Chicken","Quinolones","Campylobacter",0,123
"Sweden","doi.org/10.3390/pathogens10121630","Organic","Chicken","Tetracycline","Campylobacter",4,123
"Italy","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","3rd_gen cephalosporin","E.coli",0,125
"Italy","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Amino-penicillin","E.coli",62,125
"Italy","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Aminoglycoside","E.coli",34,125
"Italy","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Amphenicol","E.coli",30,125
"Italy","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Quinolones","E.coli",11,125
"Italy","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Sulfonamide","E.coli",37,125
"Italy","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Tetracycline","E.coli",74,125
"Italy","doi: 10.1371/journal.pone.0157049","Organic","Pigs","3rd_gen cephalosporin","E.coli",0,125
"Italy","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Amino-penicillin","E.coli",10,125
"Italy","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Aminoglycoside","E.coli",6,125
"Italy","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Amphenicol","E.coli",2,125
"Italy","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Quinolones","E.coli",1,125
"Italy","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Sulfonamide","E.coli",8,125
"Italy","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Tetracycline","E.coli",34,125
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Conventional","Chicken","2nd_gen cephalosporin","Salmonella",14,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Conventional","Chicken","3rd_gen cephalosporin","Salmonella",14,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Conventional","Chicken","Amino-penicillin","Salmonella",34,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Conventional","Chicken","Aminoglycoside","Salmonella",3,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Conventional","Chicken","Aminopenicillin - betalactamase inhibitors","Salmonella",14,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Conventional","Chicken","Amphenicol","Salmonella",3,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Conventional","Chicken","Quinolones","Salmonella",0,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Conventional","Chicken","Sulfonamide","Salmonella",13,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Conventional","Chicken","Tetracycline","Salmonella",31,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Organic","Chicken","2nd_gen cephalosporin","Salmonella",2,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Organic","Chicken","3rd_gen cephalosporin","Salmonella",3,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Organic","Chicken","Amino-penicillin","Salmonella",17,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Organic","Chicken","Aminoglycoside","Salmonella",0,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Organic","Chicken","Aminopenicillin - betalactamase inhibitors","Salmonella",6,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Organic","Chicken","Amphenicol","Salmonella",0,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Organic","Chicken","Quinolones","Salmonella",0,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Organic","Chicken","Sulfonamide","Salmonella",6,126
"United States of America","DOI: 10.4315/0362-028x-72.6.1165","Organic","Chicken","Tetracycline","Salmonella",17,126
"Italy","doi: 10.3390/ani10071215","Conventional","Chicken","3rd_gen cephalosporin","E.coli",31,135
"Italy","doi: 10.3390/ani10071215","Conventional","Chicken","Amino-penicillin","E.coli",90,135
"Italy","doi: 10.3390/ani10071215","Conventional","Chicken","Aminoglycoside","E.coli",17,135
"Italy","doi: 10.3390/ani10071215","Conventional","Chicken","Aminopenicillin - betalactamase inhibitors","E.coli",42,135
"Italy","doi: 10.3390/ani10071215","Conventional","Chicken","Quinolones","E.coli",51,135
"Italy","doi: 10.3390/ani10071215","Conventional","Chicken","Sulfonamide","E.coli",62,135
"Italy","doi: 10.3390/ani10071215","Conventional","Chicken","Tetracycline","E.coli",69,135
"Italy","doi: 10.3390/ani10071215","Organic","Chicken","3rd_gen cephalosporin","E.coli",15,140
"Italy","doi: 10.3390/ani10071215","Organic","Chicken","Amino-penicillin","E.coli",72,140
"Italy","doi: 10.3390/ani10071215","Organic","Chicken","Aminoglycoside","E.coli",7,140
"Italy","doi: 10.3390/ani10071215","Organic","Chicken","Aminopenicillin - betalactamase inhibitors","E.coli",31,140
"Italy","doi: 10.3390/ani10071215","Organic","Chicken","Quinolones","E.coli",24,140
"Italy","doi: 10.3390/ani10071215","Organic","Chicken","Sulfonamide","E.coli",25,140
"Italy","doi: 10.3390/ani10071215","Organic","Chicken","Tetracycline","E.coli",66,140
"Turkey","DOI: 10.1111/jfs.12588","Organic","Chicken","2nd_gen cephalosporin","Salmonella",11,140
"Turkey","DOI: 10.1111/jfs.12588","Organic","Chicken","3rd_gen cephalosporin","Salmonella",8,140
"Turkey","DOI: 10.1111/jfs.12588","Organic","Chicken","4th_gen cephalosporin","Salmonella",5,140
"Turkey","DOI: 10.1111/jfs.12588","Organic","Chicken","Amino-penicillin","Salmonella",42,140
"Turkey","DOI: 10.1111/jfs.12588","Organic","Chicken","Aminoglycoside","Salmonella",8,140
"Turkey","DOI: 10.1111/jfs.12588","Organic","Chicken","Amphenicol","Salmonella",1,140
"Turkey","DOI: 10.1111/jfs.12588","Organic","Chicken","Carbapenem","Salmonella",18,140
"Turkey","DOI: 10.1111/jfs.12588","Organic","Chicken","Polymyxins","Salmonella",2,140
"Turkey","DOI: 10.1111/jfs.12588","Organic","Chicken","Quinolones","Salmonella",10,140
"Turkey","DOI: 10.1111/jfs.12588","Organic","Chicken","Sulfonamide","Salmonella",38,140
"Turkey","DOI: 10.1111/jfs.12588","Organic","Chicken","Tetracycline","Salmonella",10,140
"Italy","doi: 10.3390/ani10071215","Organic","Chicken","Quinolones","E.coli",39,141
"United States of America","DOI: 10.1089/107662903322541883","Organic","Cattle","1st_gen cephalosporin","S.aureus",0,144
"United States of America","DOI: 10.1089/107662903322541883","Organic","Cattle","Amino-penicillin","S.aureus",19,144
"United States of America","DOI: 10.1089/107662903322541883","Organic","Cattle","Aminocoumarin","S.aureus",44,144
"United States of America","DOI: 10.1089/107662903322541883","Organic","Cattle","Lincosamides","S.aureus",0,144
"United States of America","DOI: 10.1089/107662903322541883","Organic","Cattle","Macrolide","S.aureus",0,144
"United States of America","DOI: 10.1089/107662903322541883","Organic","Cattle","Penicillin","S.aureus",10,144
"United States of America","DOI: 10.1089/107662903322541883","Organic","Cattle","Tetracycline","S.aureus",1,144
"China","doi: 10.3389/fvets.2021.607491","Conventional","Chicken","2nd_gen cephalosporin","Salmonella",0,155
"China","doi: 10.3389/fvets.2021.607491","Conventional","Chicken","3rd_gen cephalosporin","Salmonella",82,155
"China","doi: 10.3389/fvets.2021.607491","Conventional","Chicken","Amino-penicillin","Salmonella",89,155
"China","doi: 10.3389/fvets.2021.607491","Conventional","Chicken","Aminoglycoside","Salmonella",50,155
"China","doi: 10.3389/fvets.2021.607491","Conventional","Chicken","Aminopenicillin - betalactamase inhibitors","Salmonella",37,155
"China","doi: 10.3389/fvets.2021.607491","Conventional","Chicken","Amphenicol","Salmonella",10,155
"China","doi: 10.3389/fvets.2021.607491","Conventional","Chicken","Macrolide","Salmonella",100,155
"China","doi: 10.3389/fvets.2021.607491","Conventional","Chicken","Polymyxins","Salmonella",0,155
"China","doi: 10.3389/fvets.2021.607491","Conventional","Chicken","Quinolones","Salmonella",24,155
"China","doi: 10.3389/fvets.2021.607491","Conventional","Chicken","Sulfonamide","Salmonella",0,155
"China","doi: 10.3389/fvets.2021.607491","Conventional","Chicken","Tetracycline","Salmonella",38,155
"China","doi: 10.3389/fvets.2021.607491","Organic","Chicken","2nd_gen cephalosporin","Salmonella",4,155
"China","doi: 10.3389/fvets.2021.607491","Organic","Chicken","3rd_gen cephalosporin","Salmonella",7,155
"China","doi: 10.3389/fvets.2021.607491","Organic","Chicken","Amino-penicillin","Salmonella",10,155
"China","doi: 10.3389/fvets.2021.607491","Organic","Chicken","Aminoglycoside","Salmonella",14,155
"China","doi: 10.3389/fvets.2021.607491","Organic","Chicken","Aminopenicillin - betalactamase inhibitors","Salmonella",10,155
"China","doi: 10.3389/fvets.2021.607491","Organic","Chicken","Amphenicol","Salmonella",0,155
"China","doi: 10.3389/fvets.2021.607491","Organic","Chicken","Macrolide","Salmonella",97,155
"China","doi: 10.3389/fvets.2021.607491","Organic","Chicken","Polymyxins","Salmonella",0,155
"China","doi: 10.3389/fvets.2021.607491","Organic","Chicken","Quinolones","Salmonella",0,155
"China","doi: 10.3389/fvets.2021.607491","Organic","Chicken","Sulfonamide","Salmonella",2,155
"China","doi: 10.3389/fvets.2021.607491","Organic","Chicken","Tetracycline","Salmonella",3,155
"Brazil","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","1st_gen cephalosporin","E.coli",49,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","2nd_gen cephalosporin","E.coli",8,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","3rd_gen cephalosporin","E.coli",19,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","Amino-penicillin","E.coli",67,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","Aminoglycoside","E.coli",24,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","Aminopenicillin - betalactamase inhibitors","E.coli",23,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","Amphenicol","E.coli",17,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","Nitrofuran derivatives","E.coli",9,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","Quinolones","E.coli",46,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","Sulfonamide","E.coli",44,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Conventional","Chicken","Tetracycline","E.coli",91,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","1st_gen cephalosporin","E.coli",3,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","2nd_gen cephalosporin","E.coli",0,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","3rd_gen cephalosporin","E.coli",0,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","Amino-penicillin","E.coli",18,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","Aminoglycoside","E.coli",3,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","Aminopenicillin - betalactamase inhibitors","E.coli",0,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","Amphenicol","E.coli",3,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","Nitrofuran derivatives","E.coli",3,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","Quinolones","E.coli",6,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","Sulfonamide","E.coli",29,156
"Brazil","http://dx.doi.org/10.1155/2015/618752","Organic","Chicken","Tetracycline","E.coli",60,156
"Thailand","https://doi.org/10.5713/ajas.2010.90345","Conventional","Cattle","Amino-penicillin","Staphylococcus",57,162
"Thailand","https://doi.org/10.5713/ajas.2010.90345","Conventional","Cattle","Aminoglycoside","Staphylococcus",57,162
"Thailand","https://doi.org/10.5713/ajas.2010.90345","Conventional","Cattle","Penicillin","Staphylococcus",22,162
"Thailand","https://doi.org/10.5713/ajas.2010.90345","Conventional","Cattle","Sulfonamide","Staphylococcus",57,162
"Thailand","https://doi.org/10.5713/ajas.2010.90345","Organic","Cattle","Amino-penicillin","Staphylococcus",17,162
"Thailand","https://doi.org/10.5713/ajas.2010.90345","Organic","Cattle","Aminoglycoside","Staphylococcus",16,162
"Thailand","https://doi.org/10.5713/ajas.2010.90345","Organic","Cattle","Penicillin","Staphylococcus",8,162
